"Text","Binary_Sentiment","Cont_Sentiment"
"do you bite your thumb at us, sir?","0.0","-1.17059326171875"
"samp","1.0","0.024533458054065704"
"aside to gregory  is the law of our side if i say ay?","1.0","1.4849023818969727"
"greg","0.0","-1.5987770557403564"
"aside to sampson  no","0.0","-1.6422536373138428"
"samp","1.0","0.024533458054065704"
"no, sir, i do not bite my thumb at you, sir  but i bite my      thumb, sir","0.0","-0.51550310850143433"
"greg","0.0","-1.5987770557403564"
"do you quarrel, sir?","0.0","-2.6675763130187988"
"abr","1.0","0.024533458054065704"
"quarrel, sir?","0.0","-3.4505519866943359"
"no, sir","0.0","-2.5885484218597412"
"samp","1.0","0.024533458054065704"
"but if you do, sir, am for you","1.0","3.4408299922943115"
"i serve as good a man as      you","1.0","2.5262570381164551"
"abr","1.0","0.024533458054065704"
"no better","0.0","-2.1556191444396973"
"samp","1.0","0.024533458054065704"
"well, sir","0.0","-0.8017084002494812"
"enter benvolio","0.0","-0.88802468776702881"
"greg","0.0","-1.5987770557403564"
"aside to sampson  say 'better '","0.0","-0.084329597651958466"
"here comes one of my      master's kinsmen","1.0","1.7162585258483887"
"samp","1.0","0.024533458054065704"
"yes, better, sir","0.0","-1.718670129776001"
"abr","1.0","0.024533458054065704"
"you lie","1.0","0.45274874567985535"
"samp","1.0","0.024533458054065704"
"draw, if you be men","1.0","0.2399294376373291"
"gregory, remember thy swashing blow","1.0","1.5778486728668213"
"they fight","0.0","-0.66370594501495361"
"ben","0.0","-0.49915015697479248"
"part, fools!","1.0","1.22749924659729"
"beats down their swords","1.0","1.683269739151001"
"put up your swords","1.0","1.662684440612793"
"you know not what you do","1.0","1.3130886554718018"
"enter tybalt","0.0","-0.88802468776702881"
"tyb","1.0","0.024533458054065704"
"what, art thou drawn among these heartless hinds?","0.0","-2.4655680656433105"
"turn thee benvolio!","1.0","1.1938303709030151"
"look upon thy death","1.0","1.8063727617263794"
"ben","0.0","-0.49915015697479248"
"i do but keep the peace","1.0","1.267918586730957"
"put up thy sword,      or manage it to part these men with me","1.0","1.7138937711715698"
"tyb","1.0","0.024533458054065704"
"what, drawn, and talk of peace?","1.0","0.99885499477386475"
"i hate the word      as i hate hell, all montagues, and thee","1.0","1.6896787881851196"
"have at thee, coward!","1.0","1.3031301498413086"
"they fight","0.0","-0.66370594501495361"
"enter an officer, and three or four citizens with clubs or                            partisans","0.0","-0.82049798965454102"
"officer","0.0","-1.4308490753173828"
"clubs, bills, and partisans!","1.0","3.5721173286437988"
"strike!","1.0","1.2326946258544922"
"beat them down!","0.0","-0.35140532255172729"
"citizens","1.0","0.024533458054065704"
"down with the capulets!","1.0","1.660200834274292"
"down with the montagues!","1.0","1.660200834274292"
"enter old capulet in his gown, and his wife","1.0","0.74638926982879639"
"cap","1.0","0.024533458054065704"
"what noise is this?","0.0","-1.3721575736999512"
"give me my long sword, ho!","0.0","-1.6630061864852905"
"wife","0.0","-0.23405441641807556"
"a crutch, a crutch!","1.0","2.1062252521514893"
"why call you for a sword?","0.0","-0.90230756998062134"
"cap","1.0","0.024533458054065704"
"my sword, i say!","1.0","2.0375146865844727"
"old montague is come      and flourishes his blade in spite of me","1.0","4.835658073425293"
"enter old montague and his wife","1.0","0.33810967206954956"
"mon","0.0","-1.4510676860809326"
"thou villain capulet!  hold me not, let me go","0.0","-0.8557283878326416"
"m  wife","0.0","-0.60394316911697388"
"thou shalt not stir one foot to seek a foe","0.0","-6.9203662872314453"
"enter prince escalus, with his train","0.0","-0.72260785102844238"
"prince","0.0","-1.7833266258239746"
"rebellious subjects, enemies to peace,      profaners of this neighbour stained steel       will they not hear?","0.0","-1.1874771118164062"
"what, ho!","0.0","-0.80005532503128052"
"you men, you beasts,      that quench the fire of your pernicious rage      with purple fountains issuing from your veins!","1.0","6.1113071441650391"
"on pain of torture, from those bloody hands      throw your mistempered weapons to the ground      and hear the sentence of your moved prince","0.0","-0.27956178784370422"
"three civil brawls, bred of an airy word      by thee, old capulet, and montague,      have thrice disturb'd the quiet of our streets      and made verona's ancient citizens      cast by their grave beseeming ornaments      to wield old partisans, in hands as old,      cank'red with peace, to part your cank'red hate","1.0","0.036996170878410339"
"if ever you disturb our streets again,      your lives shall pay the forfeit of the peace","1.0","2.3999998569488525"
"for this time all the rest depart away","0.0","-3.2960577011108398"
"you, capulet, shall go along with me       and, montague, come you this afternoon,      to know our farther pleasure in this case,      to old freetown, our common judgment place","1.0","3.1435213088989258"
"once more, on pain of death, all men depart","0.0","-5.0194206237792969"
"exeunt  all but montague, his wife, and benvolio","1.0","1.1214030981063843"
"mon","0.0","-1.4510676860809326"
"who set this ancient quarrel new abroach?","1.0","1.6358648538589478"
"speak, nephew, were you by when it began?","0.0","-0.62239766120910645"
"ben","0.0","-0.49915015697479248"
"here were the servants of your adversary      and yours, close fighting ere i did approach","1.0","2.3802518844604492"
"i drew to part them","1.0","2.337186336517334"
"in the instant came      the fiery tybalt, with his sword prepar'd       which, as he breath'd defiance to my ears,      he swung about his head and cut the winds,      who, nothing hurt withal, hiss'd him in scorn","0.0","-0.86010587215423584"
"while we were interchanging thrusts and blows,      came more and more, and fought on part and part,      till the prince came, who parted either part","0.0","-1.7644948959350586"
"m  wife","0.0","-0.60394316911697388"
"o, where is romeo?","0.0","-5.6244678497314453"
"saw you him to day?","0.0","-1.728140115737915"
"right glad i am he was not at this fray","1.0","0.40357261896133423"
"ben","0.0","-0.49915015697479248"
"madam, an hour before the worshipp'd sun      peer'd forth the golden window of the east,      a troubled mind drave me to walk abroad       where, underneath the grove of sycamore      that westward rooteth from the city's side,      so early walking did i see your son","1.0","0.11181771755218506"
"towards him i made  but he was ware of me      and stole into the covert of the wood","0.0","-2.6257662773132324"
"i  measuring his affections by my own,      which then most sought where most might not be found,      being one too many by my weary self       pursu'd my humour, not pursuing his,      and gladly shunn'd who gladly fled from me","0.0","-3.2010149955749512"
"mon","0.0","-1.4510676860809326"
"many a morning hath he there been seen,      with tears augmenting the fresh morning's dew,      adding to clouds more clouds with his deep sighs       but all so soon as the all cheering sun      should in the furthest east bean to draw      the shady curtains from aurora's bed,      away from light steals home my heavy son      and private in his chamber pens himself,      shuts up his windows, locks fair daylight      and makes himself an artificial night","1.0","2.2059230804443359"
"black and portentous must this humour prove      unless good counsel may the cause remove","0.0","-3.8885140419006348"
"ben","0.0","-0.49915015697479248"
"my noble uncle, do you know the cause?","0.0","-0.24252274632453918"
"mon","0.0","-1.4510676860809326"
"i neither know it nor can learn of him      ben","0.0","-5.0488376617431641"
"have you importun'd him by any means?","0.0","-1.2046538591384888"
"mon","0.0","-1.4510676860809326"
"both by myself and many other friend       but he, his own affections' counsellor,      is to himself  i will not say how true       but to himself so secret and so close,      so far from sounding and discovery,      as is the bud bit with an envious worm      ere he can spread his sweet leaves to the air      or dedicate his beauty to the sun","1.0","0.67741560935974121"
"could we but learn from whence his sorrows grow,      we would as willingly give cure as know","1.0","3.2956035137176514"
"enter romeo","0.0","-3.9654984474182129"
"ben","0.0","-0.49915015697479248"
"see, where he comes","0.0","-0.18533068895339966"
"so please you step aside,      i'll know his grievance, or be much denied","1.0","0.25752422213554382"
"mon","0.0","-1.4510676860809326"
"i would thou wert so happy by thy stay      to hear true shrift","0.0","-0.1673530787229538"
"come, madam, let's away,                                       exeunt  montague and wife","0.0","-0.42468488216400146"
"ben","0.0","-0.49915015697479248"
"good morrow, cousin","0.0","-0.4688129723072052"
"rom","0.0","-0.50506490468978882"
"is the day so young?","0.0","-2.0750823020935059"
"ben","0.0","-0.49915015697479248"
"but new struck nine","1.0","2.8462934494018555"
"rom","0.0","-0.50506490468978882"
"ay me!","1.0","0.09358765184879303"
"sad hours seem long","0.0","-2.4840898513793945"
"was that my father that went hence so fast?","1.0","1.9961146116256714"
"ben","0.0","-0.49915015697479248"
"it was","0.0","-1.0498971939086914"
"what sadness lengthens romeo's hours?","1.0","0.41688424348831177"
"rom","0.0","-0.50506490468978882"
"not having that which having makes them short","0.0","-1.68239426612854"
"ben","0.0","-0.49915015697479248"
"in love?","0.0","-1.4390045404434204"
"rom","0.0","-0.50506490468978882"
"out       ben","0.0","-0.94132053852081299"
"of love?","0.0","-1.1548477411270142"
"rom","0.0","-0.50506490468978882"
"out of her favour where i am in love","1.0","1.427757740020752"
"ben","0.0","-0.49915015697479248"
"alas that love, so gentle in his view,      should be so tyrannous and rough in proof!","1.0","1.9987093210220337"
"rom","0.0","-0.50506490468978882"
"alas that love, whose view is muffled still,      should without eyes see pathways to his will!","1.0","3.4688138961791992"
"where shall we dine?","0.0","-4.0616731643676758"
"o me!","1.0","0.36124780774116516"
"what fray was here?","0.0","-3.5459127426147461"
"yet tell me not, for i have heard it all","0.0","-1.2257885932922363"
"here's much to do with hate, but more with love","1.0","1.1013122797012329"
"why then, o brawling love!","1.0","1.5509376525878906"
"o loving hate!","1.0","2.5402364730834961"
"o anything, of nothing first create!","0.0","-0.10186783969402313"
"o heavy lightness!","1.0","2.8227500915527344"
"serious vanity!","1.0","0.13534675538539886"
"misshapen chaos of well seeming forms!","1.0","3.8217883110046387"
"feather of lead, bright smoke, cold fire, sick health!","0.0","-3.7140045166015625"
"still waking sleep, that is not what it is      this love feel i, that feel no love in this","0.0","-3.3263063430786133"
"dost thou not laugh?","0.0","-4.3458890914916992"
"ben","0.0","-0.49915015697479248"
"no, coz, i rather weep","1.0","1.8501904010772705"
"rom","0.0","-0.50506490468978882"
"good heart, at what?","1.0","1.2760450839996338"
"ben","0.0","-0.49915015697479248"
"at thy good heart's oppression","1.0","4.1653389930725098"
"rom","0.0","-0.50506490468978882"
"why, such is love's transgression","1.0","1.5909867286682129"
"griefs of mine own lie heavy in my breast,      which thou wilt propagate, to have it prest      with more of thine","0.0","-4.0471105575561523"
"this love that thou hast shown      doth add more grief to too much of mine own","0.0","-8.2020454406738281"
"love is a smoke rais'd with the fume of sighs       being purg'd, a fire sparkling in lovers' eyes       being vex'd, a sea nourish'd with lovers' tears","1.0","2.5666656494140625"
"what is it else?","0.0","-4.5003447532653809"
"a madness most discreet,      a choking gall, and a preserving sweet","1.0","8.5453901290893555"
"farewell, my coz","1.0","0.49647319316864014"
"ben","0.0","-0.49915015697479248"
"soft!","0.0","-0.37119004130363464"
"i will go along","1.0","0.58291184902191162"
"an if you leave me so, you do me wrong","0.0","-3.1674437522888184"
"rom","0.0","-0.50506490468978882"
"tut!","1.0","0.54658794403076172"
"i have lost myself  i am not here       this is not romeo, he's some other where","0.0","-2.7681829929351807"
"ben","0.0","-0.49915015697479248"
"tell me in sadness, who is that you love?","1.0","4.072333812713623"
"rom","0.0","-0.50506490468978882"
"what, shall i groan and tell thee?","0.0","-2.0802590847015381"
"ben","0.0","-0.49915015697479248"
"groan?","0.0","-1.529746413230896"
"why, no       but sadly tell me who","0.0","-8.1989192962646484"
"rom","0.0","-0.50506490468978882"
"bid a sick man in sadness make his will","1.0","3.5927107334136963"
"ah, word ill urg'd to one that is so ill!","0.0","-7.8011374473571777"
"in sadness, cousin, i do love a woman","1.0","1.6002548933029175"
"ben","0.0","-0.49915015697479248"
"i aim'd so near when i suppos'd you lov'd","0.0","-2.6326413154602051"
"rom","0.0","-0.50506490468978882"
"a right good markman!","1.0","3.409940242767334"
"and she's fair i love","1.0","2.3894414901733398"
"ben","0.0","-0.49915015697479248"
"a right fair mark, fair coz, is soonest hit","1.0","5.2518191337585449"
"rom","0.0","-0.50506490468978882"
"well, in that hit you miss","1.0","0.71863269805908203"
"she'll not be hit      with cupid's arrow","1.0","0.56385475397109985"
"she hath dian's wit,      and, in strong proof of chastity well arm'd,      from love's weak childish bow she lives unharm'd","0.0","-3.5711984634399414"
"she will not stay the siege of loving terms,      nor bide th' encounter of assailing eyes,      nor ope her lap to saint seducing gold","1.0","0.49963095784187317"
"o, she's rich in beauty  only poor      that, when she dies, with beauty dies her store","1.0","2.1062395572662354"
"ben","0.0","-0.49915015697479248"
"then she hath sworn that she will still live chaste?","1.0","0.37497925758361816"
"rom","0.0","-0.50506490468978882"
"she hath, and in that sparing makes huge waste       for beauty, starv'd with her severity,      cuts beauty off from all posterity","1.0","5.7721099853515625"
"she is too fair, too wise, wisely too fair,      to merit bliss by making me despair","0.0","-7.4573850631713867"
"she hath forsworn to love, and in that vow      do i live dead that live to tell it now","1.0","0.84877783060073853"
"ben","0.0","-0.49915015697479248"
"be rul'd by me  forget to think of her","0.0","-2.2214608192443848"
"rom","0.0","-0.50506490468978882"
"o, teach me how i should forget to think!","0.0","-0.023525476455688477"
"ben","0.0","-0.49915015697479248"
"by giving liberty unto thine eyes","1.0","1.0105248689651489"
"examine other beauties","1.0","0.76704949140548706"
"rom","0.0","-0.50506490468978882"
"'tis the way      to call hers (exquisite) in question more","0.0","-0.82192403078079224"
"these happy masks that kiss fair ladies' brows,      being black puts us in mind they hide the fair","1.0","2.3788864612579346"
"he that is strucken blind cannot forget      the precious treasure of his eyesight lost","0.0","-1.4410679340362549"
"show me a mistress that is passing fair,      what doth her beauty serve but as a note      where i may read who pass'd that passing fair?","1.0","2.74383544921875"
"farewell","0.0","-0.89197444915771484"
"thou canst not teach me to forget","0.0","-1.2043612003326416"
"ben","0.0","-0.49915015697479248"
"i'll pay that doctrine, or else die in debt","0.0","-1.1346838474273682"
"exeunt","1.0","0.024533458054065704"
"scene ii","0.0","-1.491283655166626"
"a street","1.0","0.064271748065948486"
"enter capulet, county paris, and  servant   the clown","1.0","1.3785302639007568"
"cap","1.0","0.024533458054065704"
"but montague is bound as well as i,      in penalty alike  and 'tis not hard, i think,      for men so old as we to keep the peace","1.0","2.4128103256225586"
"par","0.0","-0.053269334137439728"
"of honourable reckoning are you both,      and pity 'tis you liv'd at odds so long","1.0","2.2695913314819336"
"but now, my lord, what say you to my suit?","0.0","-0.67279720306396484"
"cap","1.0","0.024533458054065704"
"but saying o'er what i have said before       my child is yet a stranger in the world,      she hath not seen the change of fourteen years       let two more summers wither in their pride      ere we may think her ripe to be a bride","0.0","-0.019252032041549683"
"par","0.0","-0.053269334137439728"
"younger than she are happy mothers made","1.0","4.0154404640197754"
"cap","1.0","0.024533458054065704"
"and too soon marr'd are those so early made","0.0","-4.6705446243286133"
"the earth hath swallowed all my hopes but she       she is the hopeful lady of my earth","1.0","4.206749439239502"
"but woo her, gentle paris, get her heart       my will to her consent is but a part","1.0","4.5782532691955566"
"an she agree, within her scope of choice      lies my consent and fair according voice","1.0","5.7901058197021484"
"this night i hold an old accustom'd feast,      whereto i have invited many a guest,      such as i love  and you among the store,      one more, most welcome, makes my number more","1.0","1.0198677778244019"
"at my poor house look to behold this night      earth treading stars that make dark heaven light","0.0","-0.48163074254989624"
"such comfort as do lusty young men feel      when well apparell'd april on the heel      of limping winter treads, even such delight      among fresh female buds shall you this night      inherit at my house","0.0","-2.2881884574890137"
"hear all, all see,      and like her most whose merit most shall be       which, on more view of many, mine, being one,      may stand in number, though in reck'ning none","0.0","-5.0455904006958008"
"come, go with me","1.0","0.88762307167053223"
"to servant, giving him a paper  go,      sirrah, trudge about      through fair verona  find those persons out      whose names are written there, and to them say,      my house and welcome on their pleasure stay                                        exeunt  capulet and paris","0.0","-0.90560334920883179"
"serv","1.0","0.024533458054065704"
"find them out whose names are written here?","0.0","-3.4582386016845703"
"it is written      that the shoemaker should meddle with his yard and the tailor      with his last, the fisher with his pencil and the painter      with his nets  but i am sent to find those persons whose names are      here writ, and can never find what names the writing person      hath here writ","0.0","-0.054792240262031555"
"i must to the learned","0.0","-3.121917724609375"
"in good time!","1.0","1.1595754623413086"
"enter benvolio and romeo","0.0","-2.767235279083252"
"ben","0.0","-0.49915015697479248"
"tut, man, one fire burns out another's burning       one pain is lessoned by another's anguish       turn giddy, and be holp by backward turning       one desperate grief cures with another's languish","0.0","-2.1210067272186279"
"take thou some new infection to thy eye,      and the rank poison of the old will die","1.0","2.1906993389129639"
"rom","0.0","-0.50506490468978882"
"your plantain leaf is excellent for that","1.0","2.9666023254394531"
"ben","0.0","-0.49915015697479248"
"for what, i pray thee?","1.0","3.0902953147888184"
"rom","0.0","-0.50506490468978882"
"for your broken shin","1.0","0.90447711944580078"
"ben","0.0","-0.49915015697479248"
"why, romeo, art thou mad?","0.0","-1.6494860649108887"
"rom","0.0","-0.50506490468978882"
"not mad, but bound more than a madman is       shut up in prison, kept without my food,      whipp'd and tormented and  god den, good fellow","0.0","-0.47383895516395569"
"serv","1.0","0.024533458054065704"
"god gi' go den","0.0","-0.98991751670837402"
"i pray, sir, can you read?","1.0","3.6257839202880859"
"rom","0.0","-0.50506490468978882"
"ay, mine own fortune in my misery","0.0","-5.199371337890625"
"serv","1.0","0.024533458054065704"
"perhaps you have learned it without book","0.0","-4.5848708152770996"
"but i pray, can      you read anything you see?","1.0","5.6875200271606445"
"rom","0.0","-0.50506490468978882"
"ay, if i know the letters and the language","1.0","2.5485906600952148"
"serv","1.0","0.024533458054065704"
"ye say honestly","0.0","-0.0043181069195270538"
"rest you merry!","1.0","3.7681217193603516"
"rom","0.0","-0.50506490468978882"
"stay, fellow  i can read","1.0","4.6239767074584961"
"he reads","0.0","-2.0274050235748291"
"'signior martino and his wife and daughters         county anselmo and his beauteous sisters         the lady widow of vitruvio         signior placentio and his lovely nieces         mercutio and his brother valentine         mine uncle capulet, his wife, and daughters         my fair niece rosaline and livia         signior valentio and his cousin tybalt         lucio and the lively helena '","0.0","-0.53189682960510254"
"gives back the paper","0.0","-2.6297893524169922"
"a fair assembly","1.0","2.2209019660949707"
"whither should they      come?","0.0","-2.6698417663574219"
"serv","1.0","0.024533458054065704"
"up","0.0","-0.041349247097969055"
"rom","0.0","-0.50506490468978882"
"whither?","0.0","-1.1287322044372559"
"serv","1.0","0.024533458054065704"
"to supper, to our house","1.0","1.464777946472168"
"rom","0.0","-0.50506490468978882"
"whose house?","0.0","-2.5343575477600098"
"serv","1.0","0.024533458054065704"
"my master's","1.0","0.9106677770614624"
"rom","0.0","-0.50506490468978882"
"indeed i should have ask'd you that before","0.0","-2.7682604789733887"
"serv","1.0","0.024533458054065704"
"now i'll tell you without asking","0.0","-0.055949762463569641"
"my master is the great      rich capulet  and if you be not of the house of montagues, i pray      come and crush a cup of wine","1.0","4.9444026947021484"
"rest you merry!","1.0","3.7681217193603516"
"exit","0.0","-0.50551515817642212"
"ben","0.0","-0.49915015697479248"
"at this same ancient feast of capulet's      sups the fair rosaline whom thou so lov'st       with all the admired beauties of verona","1.0","3.8415734767913818"
"go thither, and with unattainted eye      compare her face with some that i shall show,      and i will make thee think thy swan a crow","0.0","-1.9248460531234741"
"rom","0.0","-0.50506490468978882"
"when the devout religion of mine eye      maintains such falsehood, then turn tears to fires       and these, who, often drown'd, could never die,      transparent heretics, be burnt for liars!","0.0","-1.7923855781555176"
"one fairer than my love?","0.0","-2.0695121288299561"
"the all seeing sun      ne'er saw her match since first the world begun","1.0","2.2440204620361328"
"ben","0.0","-0.49915015697479248"
"tut!","1.0","0.54658794403076172"
"you saw her fair, none else being by,      herself pois'd with herself in either eye       but in that crystal scales let there be weigh'd      your lady's love against some other maid      that i will show you shining at this feast,      and she shall scant show well that now seems best","0.0","-2.5954525470733643"
"rom","0.0","-0.50506490468978882"
"i'll go along, no such sight to be shown,      but to rejoice in splendour of my own","0.0","-5.1100196838378906"
"exeunt","1.0","0.024533458054065704"
"scene iii","0.0","-2.5386147499084473"
"capulet's house","0.0","-0.48840641975402832"
"enter capulet's wife, and nurse","0.0","-1.5597307682037354"
"wife","0.0","-0.23405441641807556"
"nurse, where's my daughter?","0.0","-2.8499131202697754"
"call her forth to me","0.0","-0.74708247184753418"
"nurse","0.0","-1.1753722429275513"
"now, by my maidenhead at twelve year old,      i bade her come","1.0","5.4439201354980469"
"what, lamb!","1.0","1.8980454206466675"
"what ladybird!","1.0","1.4125208854675293"
"god forbid!","0.0","-1.1220731735229492"
"where's this girl?","0.0","-0.50216078758239746"
"what, juliet!","0.0","-0.13008379936218262"
"enter juliet","0.0","-3.4937024116516113"
"jul","1.0","0.024533458054065704"
"how now?","0.0","-1.2610573768615723"
"who calls?","1.0","0.84946954250335693"
"nurse","0.0","-1.1753722429275513"
"your mother","1.0","1.0722112655639648"
"jul","1.0","0.024533458054065704"
"madam, i am here","1.0","1.4169363975524902"
"what is your will?","0.0","-0.50073260068893433"
"wife","0.0","-0.23405441641807556"
"this is the matter  nurse, give leave awhile,      we must talk in secret","0.0","-0.97381097078323364"
"nurse, come back again       i have rememb'red me, thou's hear our counsel","1.0","0.79398703575134277"
"thou knowest my daughter's of a pretty age","1.0","1.1200759410858154"
"nurse","0.0","-1.1753722429275513"
"faith, i can tell her age unto an hour","1.0","0.2080208957195282"
"wife","0.0","-0.23405441641807556"
"she's not fourteen","0.0","-0.53664314746856689"
"nurse","0.0","-1.1753722429275513"
"i'll lay fourteen of my teeth       and yet, to my teen be it spoken, i have but four       she is not fourteen","1.0","3.0473856925964355"
"how long is it now      to lammastide?","0.0","-1.039954662322998"
"wife","0.0","-0.23405441641807556"
"a fortnight and odd days","0.0","-0.95475149154663086"
"nurse","0.0","-1.1753722429275513"
"even or odd, of all days in the year,      come lammas eve at night shall she be fourteen","0.0","-2.70013427734375"
"susan and she (god rest all christian souls!)","0.0","-1.2651901245117188"
"were of an age","0.0","-0.011443056166172028"
"well, susan is with god       she was too good for me","0.0","-4.9656715393066406"
"but, as i said,      on lammas eve at night shall she be fourteen       that shall she, marry  i remember it well","0.0","-0.0077559500932693481"
"'tis since the earthquake now eleven years       and she was wean'd (i never shall forget it),      of all the days of the year, upon that day       for i had then laid wormwood to my dug,      sitting in the sun under the dovehouse wall","0.0","-0.79226255416870117"
"my lord and you were then at mantua","0.0","-0.55604982376098633"
"nay, i do bear a brain","0.0","-3.7884130477905273"
